,user_id,llibres_usuari,val_llibres,llibres_recomanats,puntuacions_llibres,cluster,utilitat,vector
10,52ab75d4a37ef1cfd51707c795617247,"['17307900', '52373', '9211262', '1612302', '460448', '5490', '1908271', '2376087', '128711', '2599364']","[4, 0, 0, 5, 3, 5, 4, 5, 4, 2]","['12987640', '101094', '18749']","[3, 5, 4]",3,0,"[0.     0.     0.     0.     0.     0.4375 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.5625 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.125
 0.7188 0.1562 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.2188 0.     0.     0.     0.7812 0.     0.8125 0.     0.1875
 0.6562 0.3438 0.     0.6562 0.3438 1.     0.     0.4375 0.5625 0.
 0.     1.     0.     0.6522 0.3528]"
11,d301b981c2856f63ac0e7caa9694ef4a,"['2657', '18068591', '8613185', '2685009', '9361589', '8584686', '19063', '5956268', '77163', '66693']","[4, 4, 4, 2, 5, 5, 3, 4, 1, 1]","['256566', '1476156', '33600']","[1, 2, 4]",3,0,"[0.     0.     0.     0.     0.     0.9394 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0606 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.303
 0.303  0.3939 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.1212 0.     0.     0.     0.8788
 0.     0.     0.     0.2121 0.3939 0.1212 0.2727 0.1212 0.7879 0.0909
 0.8182 0.1818 0.3939 0.303  0.303  1.     0.     0.     0.1515 0.8485
 0.0303 0.1515 0.8182 0.667  0.3436]"
12,dc289f9aa82eaf8718382f1b3468cc2c,"['21853621', '22609391', '13642950', '6383944', '12296', '526617', '37415', '15015259']","[5, 5, 5, 4, 3, 4, 5, 5]","['3153910', '11447921', '2153405']","[4, 4, 5]",0,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.4722 0.5278 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.3333 0.1389 0.     0.     0.5278 0.1389 0.3611 0.5
 0.8611 0.1389 0.     1.     0.     0.     1.     0.5556 0.     0.4444
 0.9167 0.0833 0.     0.6858 0.3258]"
13,a34e60cb88cea96fd767a9db81f6f5c8,"['38486', '15793165', '2410506', '4615457', '16306325', '2001935', '15802899', '431377', '186190', '13403051', '15791137', '13508607', '13547180']","[5, 1, 2, 1, 1, 1, 0, 1, 2, 3, 3, 5, 4]","['13542423', '8538883', '11369904']","[1, 2, 4]",2,0,"[0.     0.     0.     0.     0.     0.6207 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.3793 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.069  0.0345
 0.069  0.8276 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.     0.4138 0.     0.3448 0.2414 0.     0.5172 0.4828
 0.4483 0.5517 0.     0.5517 0.4483 0.     1.     0.1724 0.6897 0.1379
 1.     0.     0.     0.6483 0.3597]"
14,559d843b319087e12f48282e386e401f,"['9460487', '15803173', '32024410', '31324080', '28602422', '18392459', '24727586', '16091753', '16010352', '11387515', '1308361', '16038966']","[2, 3, 3, 3, 2, 1, 1, 4, 3, 2, 4, 1]","['15999494', '15826920', '15826271']","[2, 3, 2]",1,0,"[0.     0.     0.     0.     0.     0.2759 0.     0.     0.1379 0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1724 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.4138 0.     0.     0.     0.     0.     0.     0.
 0.1034 0.8966 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.4483 0.     0.2759 0.     0.2069 0.069  0.3793 0.1379 0.4828
 0.4138 0.5862 0.069  0.3448 0.5862 1.     0.     0.3103 0.6897 0.
 0.069  0.8621 0.069  0.55   0.4314]"
15,8df21fb8f286950fc75617c765582c41,"['2798198', '1316382', '3134684', '2850760', '1791659', '2954411', '2200877', '2240527', '2529355', '2764134', '30348', '2343218', '1158967']","[5, 1, 4, 4, 5, 4, 4, 4, 1, 3, 4, 4, 5]","['41865', '514301', '17204']","[4, 5, 5]",0,0,"[0.     0.     0.     0.     0.     0.7292 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2708 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.5    0.5    0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.1042 0.     0.5208 0.     0.2708 0.1042 0.9167 0.0833 0.
 0.6458 0.3542 0.5    0.3125 0.1875 0.     1.     0.2708 0.     0.7292
 0.5    0.5    0.     0.6448 0.4394]"
16,dcaf63d82422e351590aba2b36950a17,"['15507958', '24358297', '23691251', '22873996', '23621649', '13335037', '13421819', '15810336', '11947156', '11918']","[5, 5, 5, 5, 4, 4, 5, 5, 1, 3]","['10941624', '13573795', '361943']","[3, 0, 5]",2,0,"[0.     0.     0.     0.     0.     0.881  0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.119  0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.4762
 0.4048 0.119  0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.119  0.     0.     0.881
 0.     0.119  0.381  0.1905 0.0952 0.     0.2143 0.1667 0.3333 0.5
 0.     1.     0.881  0.119  0.     0.0238 0.9762 0.5714 0.     0.4286
 0.     0.3095 0.6905 0.7357 0.379 ]"
17,720a4945e12bbc11051589b7eb1facde,"['35789068', '34368544', '29073628', '28233082', '22453035', '26053138', '6706932', '22449391', '19498506', '18760264', '17262155']","[5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 2]","['16160797', '306010', '15083636']","[5, 5, 5]",1,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.78
 0.18   0.04   0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.6    0.4    0.     0.     0.     0.56   0.44   0.
 0.42   0.58   1.     0.     0.     1.     0.     0.     1.     0.
 0.     1.     0.     0.6992 0.4122]"
18,0f191806c278059bcc7a1015ff7c5420,"['12682653', '18668066', '12987977', '18465657', '8401398', '33810', '6892870', '2728527', '43641', '2086659', '91374', '3167995', '70377', '894115']","[3, 5, 5, 5, 3, 3, 5, 5, 5, 5, 4, 4, 4, 4]","['49436', '137098', '84736']","[4, 3, 3]",1,0,"[0.     0.     0.     0.     0.     0.8167 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1833 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.3
 0.4833 0.2167 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.35   0.     0.     0.0833 0.     0.     0.5667 0.9167 0.0833 0.
 0.     1.     0.     0.     1.     0.9167 0.0833 0.     0.8333 0.1667
 0.     0.5833 0.4167 0.6457 0.3678]"
19,f2f95653b98e1a4a68c3beab1a7f8f5e,"['704880', '6516450', '22168349', '641604', '19486378', '829915', '78435', '837474']","[5, 0, 0, 0, 0, 0, 0, 0]","['6101138', '10569', '10383936']","[0, 0, 0]",3,0,"[0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   1.   0.   1.   0.   0.   0.   0.   0.   1.   0.   0.
 1.   0.   1.   0.   0.   1.   0.   0.   1.   0.   1.   0.   0.   0.68
 0.55]"
20,8b6ad6654855f6d11b276d41df968de5,"['26089319', '11870085', '5989531', '10695150', '13488282', '15729619', '3064036', '68591']","[5, 4, 1, 4, 5, 4, 5, 5]","['6288966', '582248', '865']","[3, 5, 4]",2,0,"[0.     0.6061 0.     0.     0.     0.1212 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1212 0.     0.     0.1515 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.8485 0.1515 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.4242 0.5758 0.     0.     0.     0.     0.     0.4545 0.     0.5455
 0.4545 0.5455 0.     1.     0.     0.     1.     0.4848 0.5152 0.
 0.1212 0.8788 0.     0.673  0.3694]"
21,3a34238731479ea7cb8e0d798b39f665,"['13129810', '18050143', '19063', '30236771', '101021', '9555', '18404285']","[4, 3, 5, 3, 5, 4, 3]","['3287895', '7613', '11827808']","[4, 4, 5]",3,0,"[0.     0.     0.     0.     0.     0.7407 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2593 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.2222
 0.3333 0.4444 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.3704 0.4444 0.     0.1852 0.     0.     0.     0.8148 0.1852
 0.7037 0.2963 0.3704 0.     0.6296 0.8889 0.1111 0.1111 0.7037 0.1852
 0.2222 0.     0.7778 0.7107 0.3715]"
22,c774855274baf41d5ddf847e6358d414,"['23158478', '18663205', '18138487', '18849569', '20339735', '18730395', '18478896', '18132522', '18478916', '18528532', '17789405']","[5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5]","['17212231', '65692', '16154866']","[3, 4, 5]",2,0,"[0.     0.     0.     0.     0.     0.9074 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.0926 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.8148
 0.1852 0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.2778 0.     0.     0.     0.7222 0.     0.     1.     0.
 0.3704 0.6296 0.     0.     1.     0.     1.     0.6481 0.3519 0.
 1.     0.     0.     0.7496 0.4196]"
23,6665fe2d574221577f8a5483a6f17844,"['18079804', '11958313', '3228917', '6519314', '23009402', '4388720', '24455464', '8908', '15815363', '15813469']","[5, 5, 5, 5, 3, 4, 5, 5, 5, 5]","['13614741', '8306857', '9440171']","[4, 5, 3]",2,0,"[0.     0.     0.     0.     0.     0.5957 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.4043 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0851 0.1064
 0.     0.8085 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.0638 0.1064 0.5319 0.2979 0.     0.     0.5745 0.3191 0.1064
 0.2766 0.7234 0.1064 0.8936 0.     0.2128 0.7872 0.     0.5745 0.4255
 1.     0.     0.     0.6594 0.346 ]"
24,e1a78766475162b853d84f998b84d12b,"['32202616', '29430426', '22583888', '23476895', '22609514', '24000252', '9672833', '22096461', '18666047', '22913549', '12268647', '19522670', '9577857', '22074449', '20695297']","[2, 5, 3, 4, 3, 4, 3, 5, 5, 3, 3, 5, 4, 2, 4]","['17406654', '17318273', '15788822']","[5, 4, 3]",2,0,"[0.     0.     0.     0.     0.     0.7273 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2727 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.2182
 0.3455 0.4364 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.     0.     0.     0.5273 0.4727 0.5273 0.4727 0.
 0.1636 0.8364 0.9091 0.     0.0909 0.     1.     1.     0.     0.
 0.5636 0.     0.4364 0.6758 0.4096]"
25,854c0f8798c2d694255830bb6ea29416,"['7933292', '18059985', '18228215', '13650355', '16234351', '2330877', '12505535']","[4, 5, 5, 4, 5, 5, 3]","['7735333', '13418181', '256683']","[2, 5, 3]",1,0,"[0.     0.     0.     0.     0.     0.6774 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.3226 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.129
 0.7097 0.1613 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.6774 0.     0.3226 0.     0.     0.4839 0.     0.5161
 0.4194 0.5806 0.3871 0.4839 0.129  1.     0.     0.7097 0.2903 0.
 0.     1.     0.     0.6961 0.3845]"
26,1fa34209b2a0797942f7961ca8d69e2e,"['24937499', '22744701', '22259002', '770032', '156595', '731011', '18667059', '22754100', '9577857']","[5, 4, 3, 5, 4, 5, 5, 4, 0]","['17827193', '10808486', '18373']","[4, 5, 5]",0,0,"[0.     0.     0.     0.     0.     0.6    0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.4    0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.4
 0.4857 0.1143 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.7429 0.     0.     0.     0.     0.2571 0.     0.     1.     0.
 0.6571 0.3429 0.     1.     0.     0.2571 0.7429 0.     0.6571 0.3429
 0.3429 0.5429 0.1143 0.6774 0.4249]"
27,b1ae59ad1cab4bc9c22dfa517846b86f,"['20819730', '23848559', '6388201', '2526', '6481065', '6930014', '3302985', '3257136', '259028', '703', '1617', '1402668', '6514', '80630']","[3, 5, 5, 5, 3, 5, 5, 4, 0, 0, 5, 3, 5, 4]","['14891', '402125', '128029']","[5, 4, 4]",3,0,"[0.     0.     0.     0.     0.     0.8462 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.1538 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.7115 0.2885 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.2308 0.     0.1923 0.1923 0.1538 0.2308 0.     0.2115 0.5385 0.25
 0.9423 0.0577 0.1923 0.0962 0.7115 0.8077 0.1923 0.     0.0962 0.9038
 0.0962 0.3846 0.5192 0.656  0.3606]"
28,12f32d2823b2c92362573740a2baa553,"['6828998', '7908638', '76705', '76706', '6892870', '2020239', '4003436']","[4, 3, 4, 4, 5, 5, 5]","['773515', '28507', '57686']","[3, 4, 5]",2,0,"[0.     0.     0.     0.     0.     0.7667 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2333 0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.9    0.1    0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.     0.     0.     0.8667 0.     0.     0.1333 0.1667 0.8333 0.
 0.4    0.6    0.     0.     1.     0.     1.     0.     1.     0.
 0.     0.6    0.4    0.6563 0.3247]"
29,7533f6760683201b42118ac4da60b41e,"['29758010', '23751850', '20707959', '21853621', '22557272', '11367726', '10960383']","[5, 2, 3, 5, 3, 4, 5]","['5886881', '7159515', '5351']","[4, 4, 1]",2,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.1852 0.
 0.0741 0.7407 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     1.
 0.2963 0.1481 0.     0.     0.     0.0741 0.4815 0.4444 0.3704 0.1852
 0.1852 0.8148 0.1852 0.1852 0.6296 0.     1.     0.3704 0.1111 0.5185
 0.1852 0.4815 0.3333 0.6989 0.2807]"
30,47ba4e1ae9d10d45f517a0db14964c24,"['17853024', '14064', '21611', '19486421', '18007564', '7923006', '6437061', '17212231', '45112', '68487', '45107', '10587120', '8855321', '77566', '6101138', '256279']","[4, 4, 4, 4, 4, 2, 4, 2, 4, 3, 4, 1, 4, 3, 4, 3]","['2767052', '71865', '82405']","[4, 4, 4]",2,0,"[0.     0.     0.     0.     0.     1.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.7407 0.2593 0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0741 0.9259
 0.1852 0.2037 0.1481 0.0741 0.3889 0.     0.     0.2037 0.463  0.3333
 0.2037 0.7963 0.0741 0.6481 0.2778 0.3333 0.6667 0.7778 0.1481 0.0741
 0.4444 0.4444 0.1111 0.7304 0.2976]"
