user_id,books,ratings
01ec1a320ffded6b2dd47833f2c8e4fb,"[34426579, 32993133, 35162866, 35121403, 36065344, 33807229, 34675020, 32872615, 32734333, 33802909, 32620360, 36252773, 33280872, 35529450, 35174486, 35651398, 32887898, 35688309, 35604204, 35478658, 32946966, 30364190, 31558692, 35382599, 31450913, 35244824, 35275234, 35342904, 35102698, 34297967, 32054095, 33838377, 34879136, 35234740, 34321642, 34776338, 34377372, 34835174, 34346381, 35018303, 34787781, 34402134, 30753643, 34452618, 34839067, 29482911, 34853896, 32941294, 34758250, 34705260, 32176922, 28919058, 34688241, 32505547, 34091835, 34091803, 34091798, 34601589, 33932353, 34815247, 34947450, 24044596, 32734331, 33979867, 34388065, 31393997, 32867491, 31844195, 33010261, 32854499, 34211669, 34076839, 33519394, 34339857, 32703119, 32848471, 28016509, 30969050, 29342834, 31450633, 33386978, 33001549, 34234022, 18952257, 29242086, 30633337, 32145091, 32740869, 30853358, 33288638, 33140405, 33299920, 33293941, 30329506, 25814509, 32317024, 29972128, 33143105, 33143435, 27274370, 29276588, 32883962, 29775890, 31194270, 29429938, 32703617, 32671499, 32671134, 32808313, 32468167, 31685802, 18812405, 28963772, 29100831, 29336456, 25883848, 29533192, 29432729, 28331788, 32027348, 32598742, 33140955, 30962267, 31801562, 31741770, 26856991, 28684704, 7937843, 31692086, 27190530, 26523649, 25609469, 30753651, 27860802, 8409257, 30640176, 28119217, 30320682, 31424202, 26114135, 28116121, 31314066, 31121852, 29613610, 29941014, 30552340, 29148256, 29519514, 27859841, 30839185, 27872890, 30826152, 30826144, 29519517, 25917260, 30239713, 29087455, 29424551, 30140845, 30369285, 25840037, 29778451, 29242077, 27970260, 32707506, 29006395, 31520171, 30327715, 29082755, 28004020, 27189194, 30291914, 30261519, 30259004, 32501523, 25384805, 32615117, 24820432, 24889218, 29104680, 29282745, 29548789, 29965909, 29806565, 27775339, 27188165, 30372977, 29104111, 28220678, 25906956, 29763238, 27573867, 29453961, 26247873, 25156452, 23355896, 28369442, 27775370, 29637743, 29485840, 29485850, 25912358, 30056689, 23492533, 24734042, 27263454, 29367958, 30139492, 28119148, 25713758, 26822886, 28678119, 29162739, 29009205, 27999771, 25671827, 28588458, 28965944, 27570367, 28473071, 26062606, 28928526, 25109564, 27064520, 25109543, 28837879, 28001955, 28646420, 27335087, 28452020, 28670916, 23492288, 28435457, 26259196, 28497226, 28103957, 28467898, 28477789, 28277990, 26099751, 27279925, 28262024, 11258847, 28161530, 26098429, 23848461, 28252249, 25396316, 28230547, 27069828, 27236659, 28099813, 27320582, 25649729, 22675504, 28011520, 27212266, 25538259, 27083865, 26878521, 26798836, 25879951, 28597587, 28322190, 27863344, 27878417, 27797842, 27556157, 27428320, 25018493, 25007388, 26219894, 25476303, 27231804, 26248368, 25781782, 25090195, 25448986, 27007605, 25732126, 25065523, 25808076, 25506969, 26800568, 26099856, 26811360, 25683898, 21952589, 26310515, 26252816, 25838513, 24611562, 26889041, 25701594, 27152124, 25917015, 26069649, 26137499, 23597923, 25711641, 25664796, 26795865, 25596198, 25518107, 25700795, 25904855, 25210072, 27276297, 25800383, 26720038, 25167898, 24518617, 25797520, 25828204, 25828172, 25709854, 24481467, 25802884, 25797013, 24982471, 25743416, 23204215, 28919383, 25523912, 25296512, 25772000, 17899089, 24199806, 23119319, 25479422, 25507389, 25439738, 25164712, 25687858, 25686927, 25463193, 27252717, 25644601, 25201617, 24606009, 25391917, 23439076, 25558955, 25461044, 26131139, 25072332, 25494367, 25165984, 23492593, 25324885, 25326590, 25373546, 25025063, 22609598, 23492661, 24612008, 23398817, 24689758, 24425121, 23346876, 25564665, 25154113, 25151764, 24806344, 25143630, 18002681, 24700453, 26762222, 25098513, 24374053, 23605463, 24872395, 23846385, 23492312, 24654248, 22823574, 18809943, 24920901, 24312948, 24766500, 24317970, 23318098, 22892122, 23902435, 24606801, 24582414, 23258847, 23612823, 23518092, 23300367, 23435133, 23122175, 24504274, 22922491, 24422492, 27362503, 23922971, 24205913, 23556535, 23844390, 23206497, 21965297, 23637987, 23608928, 23203431, 17665832, 22609201, 23437291, 35570300, 23452649, 23597542, 21411887, 18775664, 25959560, 23350137, 23393545, 19233301, 23587984, 23430483, 22514133, 22090668, 25371482, 23597621, 25351142, 22586128, 20828137, 23235210, 17305048, 22910368, 23589051, 22313677, 23253863, 22370801, 21942340, 22431058, 22431039, 22057891, 22839067, 22470287, 17281905, 23496782, 23318382, 23489258, 24359128, 23234850, 23155597, 21841965, 23276855, 23268731, 23354073, 22557520, 23016520, 21794306, 24378015, 23200620, 23379998, 23293849, 23344220, 22472103, 23341855, 18131119, 23303963, 23280485, 18464441, 20821614, 22925912, 23163343, 21411062, 21411058, 21846630, 22611596, 23262621, 18739673, 22925176, 23197965, 19167831, 23203583, 18775223, 22843247, 22944056, 23168995, 23162615, 25111004, 22559419, 22341260, 22613736, 22107044, 22918449, 25816447, 22669832, 22855494, 23014216, 17727482, 22430102, 22926485, 22926494, 22923997, 22847812, 22916526, 21951329, 22911904, 22857396, 22587058, 21857294, 22879950, 22874150, 20821294, 18698511, 22850915, 22088018, 22843341, 22839846, 22471294, 22019824, 18482486, 22355909, 19286623, 20913710, 22717015, 22573348, 18753559, 22700018, 22288752, 18712934, 20877569, 22543498, 18286466, 24403679, 22609310, 22572207, 22515727, 22449572, 22605502, 18739675, 22395637, 22388758, 18759345, 18734993, 18482768, 20484193, 20932811, 18775203, 18693625, 22438116, 20922567, 22097153, 22097159, 20641117, 22374725, 18621219, 19237304, 22266042, 22266009, 22152589, 20802807, 22241626, 22834687, 21411902, 22002982, 22222472, 21399799, 21860945, 21860884, 21473305, 21843117, 18930006, 22021339, 22042447, 22016504, 21805608, 21010103, 18211536, 17936925, 22021942, 18781543, 22229083, 20263223, 21537883, 20893063, 21981841, 20622081, 16138461, 21856443, 18279145, 21405545, 21956060, 20495373, 18456530, 21943866, 21865385, 20876097, 20987526, 21842934, 20572758, 20614568, 21795430, 21795442, 22361144, 19289635, 21525692, 18211781, 21805408, 18887333, 21827600, 21836804, 19604427, 21527270, 18775297, 21522856, 20980373, 20761374, 18594360, 22065449, 18660519, 22068620, 21536209, 21536151, 18809487, 18631103, 21400356, 18143950, 21462695, 19080006, 20640467, 18138487, 19188924, 21875713, 20618857, 21403041, 22020052, 20576134, 20817742, 20643858, 20944389, 20740434, 20822313, 20813466, 20935363, 18053782, 18280662, 21474459, 18717753, 20613867, 18803442, 20747283, 20530499, 20782778, 17798654, 19211799, 17673278, 18693621, 20517588, 18713426, 18829666, 20334863, 18526615, 18660518, 20759913, 18657517, 20554511, 18395391, 18801960, 18110808, 17792250, 18751818, 20439619, 18457632, 21899546, 15938710, 20639274, 18344534, 20324107, 18281993, 20419145, 18169153, 18327082, 19292809, 18373868, 18404707, 18489428, 21432436, 18631305, 18799225, 18883437, 18953166, 19193057, 18398089, 18528454, 18761492, 18138755, 18694097, 17841269, 18930186, 18297707, 17998558, 18456258, 18742801, 18053019, 18282724, 18744040, 18680106, 18965316, 18815522, 18658060, 18249282, 18710853, 20367937, 17793815, 18278129, 18809569, 18693586, 18243828, 17413362, 18744922, 18745190, 18138470, 18468122, 17608477, 18681804, 18593574, 18713215, 18304765, 18730380, 17844741, 18403696, 17307260, 18138654, 16301417, 18513705, 18626330, 15706512, 18176355, 18513700, 18364344, 18626617, 18257755, 18106180, 18043759, 18480308, 18631504, 20931902, 18625450, 19135076, 17386062, 17456705, 17882781, 18468559, 18461788, 18517009, 17801215, 17993595, 18072325, 17693329, 15810107, 18331180, 18337047, 17883038, 17707567, 18371043, 18301124, 18215175, 18285151, 18217840, 18282728, 18281353, 18469063, 18241166, 18213009, 18171014, 18371634, 17973653, 18300604, 18138948, 18163331, 18343413, 18260742, 18129852, 17835766, 18364153, 17447382, 29661832, 18134894, 17838847, 17284874, 18071924, 18132425, 18108903, 18241889, 18281528, 18242606, 17838603, 12579262, 18131223, 17838379, 18269958, 20877902, 16117368, 18220354, 17447078, 18245397, 17998381, 18246727, 18895075, 17251444, 18052075, 18240987, 17999935, 18102898, 18211118, 17856148, 18072198, 18180011, 7743801, 17561072, 17226383, 16909152, 18189342, 17882187, 18040069, 17733535, 18090508, 17828418, 17258795, 17436542, 17695128, 17983690, 17668564, 17403101, 18077900, 18047128, 18080889, 18104607, 18102827, 17801656, 17876866, 17909089, 18000727, 18076876, 17825160, 17880714, 17880708, 17798287, 18071872, 17933399, 17933395, 17377032, 18038459, 17907218, 17928713, 17413096, 17977710, 13078082, 16055898, 13122475, 17255265, 17830561, 18697821, 17830559, 16159713, 17907518, 17909315, 17874546, 17898670, 17563192, 17860466, 11729060, 17370030, 17898228, 16073738, 17841451, 17376108, 17304237, 17404851, 17840280, 17788556, 17200709, 17792606, 17673010, 17736067, 17788401, 17373178, 17609127, 17728636, 17204350, 17710324, 15710495, 17617277, 17608224, 16300116, 17610212, 17156406, 17571908, 17306969, 17662870, 17447211, 17737134, 17558078, 17192184, 17230557, 17449965, 17406142, 16069869, 16049680, 16049679, 15830843, 17230559, 17346804, 17303130, 11520968, 17166702, 17333880, 16247792, 16130535, 16051780, 17183712, 11873473, 16302127, 16382146, 12710035, 17156015, 17205525, 15990969, 17284642, 17277891, 17257993, 16163690, 15752757, 15817361, 16185789, 15835592, 17259930, 17229454, 13597930, 16139919, 13111733, 16137702, 17213039, 17228611, 17228612, 17227522, 17158596, 16076179, 15998920, 15753426, 16114862, 17029526, 16102004, 16161300, 6088255, 16090981, 15832316, 13312527, 16081272, 16207330, 16058281, 16093188, 16086479, 16700492, 15717943, 16070018, 17122045, 16727308, 16726106, 16725374, 16724807, 16088719, 16156709, 12368985, 16159320, 16087670, 16151178, 15981894, 11330793, 16114861, 16139641, 16140036, 16122643, 16049218, 11870085, 6708511, 16082535, 7171096, 6100797, 13038680, 16004045, 13640229, 15760001, 7893098, 15717721, 15724654, 12390650, 6717244, 15742039, 6227418, 13448656, 18806659, 11857408, 12881778]","[5, 5, 5, 4, 5, 4, 0, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 5, 4, 4, 5, 4, 4, 5, 4, 4, 4, 4, 4, 5, 4, 4, 5, 3, 5, 3, 4, 4, 4, 5, 4, 4, 5, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 5, 5, 4, 4, 4, 4, 3, 4, 5, 5, 4, 4, 5, 5, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 5, 5, 3, 5, 4, 4, 5, 4, 4, 3, 5, 5, 4, 4, 5, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 3, 4, 4, 5, 5, 5, 4, 4, 5, 5, 3, 4, 4, 5, 4, 3, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 0, 4, 4, 4, 4, 5, 4, 4, 4, 0, 5, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 5, 4, 0, 4, 5, 4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 5, 5, 4, 5, 4, 4, 4, 5, 4, 4, 5, 5, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 5, 4, 3, 5, 5, 5, 4, 5, 4, 4, 5, 3, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 5, 4, 4, 5, 4, 5, 5, 3, 4, 4, 4, 5, 4, 4, 5, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 3, 4, 4, 5, 5, 5, 4, 4, 4, 5, 4, 4, 5, 3, 4, 5, 5, 4, 5, 5, 5, 4, 0, 3, 4, 4, 4, 4, 5, 4, 3, 4, 5, 4, 5, 5, 5, 4, 4, 3, 5, 5, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 5, 4, 5, 5, 4, 4, 5, 4, 4, 5, 5, 4, 4, 5, 4, 5, 5, 4, 5, 5, 4, 4, 4, 5, 4, 4, 4, 4, 5, 5, 5, 4, 4, 4, 5, 4, 5, 4, 4, 5, 5, 4, 4, 4, 4, 4, 5, 4, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 5, 5, 4, 5, 4, 5, 4, 4, 0, 4, 4, 4, 4, 5, 5, 4, 5, 5, 4, 5, 4, 5, 5, 4, 5, 4, 5, 5, 4, 5, 5, 5, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 4, 4, 4, 5, 4, 4, 4, 4, 5, 5, 4, 5, 5, 4, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3, 4, 4, 4, 5, 4, 5, 4, 5, 5, 5, 4, 5, 4, 5, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 5, 5, 4, 5, 4, 4, 4, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 5, 4, 4, 4, 4, 5, 4, 4, 5, 4, 5, 4, 5, 5, 4, 4, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 5, 4, 4, 4, 4, 5, 5, 4, 4, 5, 5, 4, 5, 4, 3, 4, 5, 4, 5, 4, 4, 4, 3, 5, 5, 4, 4, 5, 4, 4, 4, 3, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 0, 4, 4, 5, 5, 4, 4, 4, 4, 5, 5, 5, 4, 5, 4, 5, 4, 5, 4, 4, 4, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 5, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 4, 4, 5, 4, 5, 5, 4, 5, 4, 4, 4, 5, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4, 5, 4, 4, 5, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 5, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 4, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 4, 4, 5, 4, 4, 4, 5, 4, 4, 5, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 5, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 4, 4, 4, 4, 5, 5, 5, 5, 4, 5, 4, 4, 5, 5, 4, 4, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 4, 4, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5]"
4b3636a043e5c99fa27ac897ccfa1151,"[65118, 17722973, 9369720, 7740152, 6487308, 15848274, 31304, 5972040, 10305231, 12881778, 11857408, 13609263, 3381581, 428263, 49041, 110507, 100286, 2767052, 27003, 5060378, 2003767, 192553, 41865, 174066, 12499, 39988, 6310]","[2, 3, 1, 2, 2, 1, 4, 2, 3, 1, 2, 3, 1, 2, 2, 3, 5, 5, 4, 5, 4, 5, 3, 4, 2, 3, 5]"
903d4b859e86a1dd6d7640849cc7067c,"[16240774, 29003411, 28802599, 25207141, 25496787, 22367526, 6282915, 20910157, 7824322, 140082, 110494]","[2, 4, 5, 5, 1, 5, 4, 4, 5, 3, 1]"
afc070543f19028dc7e7f084a0079f72,"[25311520, 12000020, 28449270, 25817162, 29430012, 23602562, 15745753, 1617, 25899336, 31112398, 30226698, 5326, 6643090, 18131, 23310699, 42056, 25776122, 5310515, 2001935, 169413, 7347109, 26893819, 11447921, 556602, 2153405, 6668467]","[5, 4, 4, 4, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 4, 5, 3, 2, 2, 4, 5, 5, 5, 5, 4]"
d92c94bda1ca3ec254f3aa95757c7831,"[17845013, 25664796, 13562588, 13517535, 11709423, 10964, 13639050]","[5, 5, 5, 5, 5, 5, 5]"
dc3763cdb9b2cae805882878eebb6a32,"[15813776, 13446443, 17571284, 18471619, 4268273, 13626269, 15829118, 9361589, 47212, 3227063, 42899, 476692]","[4, 3, 4, 3, 4, 4, 5, 3, 5, 5, 4, 4]"
96a4eae3201cf9eb0fd36a900611c925,"[9694893, 13539044, 3153910, 3720975, 6614960, 77203]","[3, 2, 5, 1, 4, 5]"
7b2e5fe9fd353fecf3eeebb4850b88d3,"[29358517, 24612624, 23717230, 22064780, 21471613, 22456952, 18075234, 22888620, 15783514, 20575434, 20702025, 18367581, 20702017, 20708810, 20578940, 18053060, 16061340, 11408298, 17456988, 18079564, 18405507, 18405537, 18104749, 13642528, 18049017, 8043512, 13260749, 17846771, 18483587, 20322044, 11872887, 17349055, 17465470, 17847127, 18143303, 18393324, 17572879, 13112869, 17349203, 17244430, 15937108, 17262303, 13513080, 17347389, 16074339, 16101018, 15926775, 17262296, 13262061, 13555073, 17269359, 13546433, 3218719, 11974615, 15798672, 16030663, 15944406, 13380221, 8621462, 17159033, 16248123, 17352053, 15721624, 214856, 2536134, 7823592, 9462672, 37186, 60400, 11254850, 2914097, 10576365, 15747406, 15801381, 13642663, 9917938, 13146312, 9464855, 13455485, 6609765, 6050678, 688191, 12308124, 13623777, 11594337, 11593977, 15721864, 8626216, 7743876, 12954620, 13316287, 11737313, 13449693, 287861, 11870085, 12988106, 12969560, 12467482, 7971302, 12924291, 7540092, 12432220]","[4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 3, 4, 4, 3, 4, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 5, 4, 3, 3, 4, 3, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 5, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 4, 3, 4, 4, 5, 4, 3, 4, 4, 4, 4, 5, 4, 4, 4, 2, 4, 3, 5, 4, 3, 3, 4, 5, 4, 4, 3, 4, 5, 3, 4, 3, 3, 5, 3, 4, 4, 3, 4, 4, 4, 5, 3, 3, 5, 4]"
bafc2d50014200cda7cb2b6acd60cd73,"[32919017, 6315584, 29056083, 9542292, 7129023, 14578407, 23213849, 29847729, 6294062, 29427369, 19366810, 155421, 5973243, 24796646, 140079, 15982578, 18454118, 15783514, 2239435, 13094398, 16098077, 872734, 13526176, 13187904, 15989137, 7927995, 7914008, 6397121, 13484184, 11292786, 13638518, 12323849, 15849692, 2112823, 6716418, 13181411, 13161125, 8577678, 6381830, 6708511, 9788080, 13630859]","[5, 4, 5, 3, 4, 4, 3, 4, 5, 5, 5, 4, 5, 3, 4, 4, 5, 5, 4, 3, 3, 5, 3, 4, 1, 5, 5, 1, 4, 4, 5, 4, 4, 4, 2, 2, 4, 3, 3, 5, 4, 5]"
441b31d224ebb544ca26e1a2f323ad09,"[9266776, 9879625, 13372690, 13548456, 14943944, 8204005, 9436924]","[5, 5, 5, 5, 0, 5, 5]"
9a6f991d0c99a4df68d01a85191d6184,"[17333223, 18906484, 12982393, 17341631, 21996, 8492768, 564126, 80534, 7948230, 3473, 237209, 14748, 8573020, 33512, 930]","[2, 4, 2, 3, 4, 4, 5, 4, 4, 4, 3, 4, 3, 4, 5]"
4fe16e3bcbbce3f8801ac6924217fd3b,"[17857647, 13623814, 29780253, 20527133, 20519003, 24876258, 22816087, 60211, 7094569, 10552338, 8855321, 10572, 13496, 8058301]","[5, 5, 5, 2, 5, 4, 1, 3, 5, 5, 4, 4, 4, 4]"
