book_id,genres
22929066,"['history, historical fiction, biography', 'non-fiction', 'children', 'comics, graphic']"
28118538,"['fiction', 'history, historical fiction, biography']"
15778138,"['romance', 'young-adult', 'fiction']"
349473,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
5960207,"['romance', 'fiction', 'history, historical fiction, biography']"
471560,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
18693918,"['mystery, thriller, crime', 'fiction']"
30201299,"['romance', 'mystery, thriller, crime', 'fiction']"
31450633,"['mystery, thriller, crime', 'fiction']"
12067,"['fantasy, paranormal', 'fiction', 'young-adult']"
20783283,"['mystery, thriller, crime', 'non-fiction', 'history, historical fiction, biography']"
17428654,"['mystery, thriller, crime', 'young-adult', 'fantasy, paranormal', 'fiction', 'romance']"
14817,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'comics, graphic']"
17667688,"['mystery, thriller, crime', 'fiction', 'romance']"
3431,"['fiction', 'non-fiction', 'young-adult', 'romance']"
8074967,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
6885191,"['non-fiction', 'history, historical fiction, biography']"
23212667,"['mystery, thriller, crime', 'fiction']"
6709,['non-fiction']
6708,['non-fiction']
22892619,"['romance', 'fiction', 'mystery, thriller, crime']"
25026898,"['romance', 'fantasy, paranormal', 'fiction']"
3613997,"['fiction', 'mystery, thriller, crime']"
9628743,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
552493,"['non-fiction', 'history, historical fiction, biography']"
13584236,"['romance', 'fiction', 'young-adult']"
23120957,"['fiction', 'fantasy, paranormal']"
13446443,"['fantasy, paranormal', 'mystery, thriller, crime', 'fiction', 'romance']"
24579701,['non-fiction']
22521936,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children', 'fantasy, paranormal']"
15745010,"['romance', 'fiction']"
2517594,"['non-fiction', 'history, historical fiction, biography']"
13372690,"['romance', 'fiction', 'young-adult', 'poetry']"
13632508,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
26482,"['young-adult', 'fiction', 'children', 'fantasy, paranormal']"
16113791,"['romance', 'young-adult', 'fiction']"
26865813,"['young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
17341631,"['mystery, thriller, crime', 'fiction', 'romance']"
17615896,"['romance', 'mystery, thriller, crime', 'fiction']"
83736,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
6578830,"['fiction', 'mystery, thriller, crime', 'romance']"
17621755,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
5060378,"['fiction', 'mystery, thriller, crime']"
29396,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
29397,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
25207141,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
15702374,['fiction']
15702373,['fiction']
12279616,"['fiction', 'young-adult', 'fantasy, paranormal', 'mystery, thriller, crime', 'romance']"
13562979,['children']
351623,"['fiction', 'mystery, thriller, crime', 'romance']"
23302633,"['fantasy, paranormal', 'romance', 'young-adult']"
1770527,"['fiction', 'history, historical fiction, biography', 'romance']"
1155606,['non-fiction']
1561999,"['history, historical fiction, biography', 'non-fiction']"
37264,"['comics, graphic', 'fiction', 'young-adult', 'fantasy, paranormal', 'children', 'romance']"
6308357,"['mystery, thriller, crime']"
22037542,"['romance', 'fiction', 'young-adult']"
20801166,"['romance', 'young-adult', 'fiction']"
413965,"['non-fiction', 'mystery, thriller, crime', 'history, historical fiction, biography', 'fiction']"
7935274,"['mystery, thriller, crime', 'fiction', 'romance']"
49838,"['fiction', 'fantasy, paranormal']"
14060248,"['fiction', 'romance']"
1670518,"['fiction', 'young-adult', 'history, historical fiction, biography', 'non-fiction']"
17934372,"['mystery, thriller, crime', 'fiction']"
27213237,"['mystery, thriller, crime', 'fiction', 'young-adult']"
27213238,"['romance', 'fiction']"
15824167,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
18528582,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction']"
15712132,"['fantasy, paranormal', 'romance', 'history, historical fiction, biography']"
353652,"['non-fiction', 'poetry', 'fiction', 'history, historical fiction, biography']"
11758566,"['fiction', 'romance', 'history, historical fiction, biography']"
11758562,"['fiction', 'romance', 'history, historical fiction, biography']"
13608416,"['fantasy, paranormal', 'young-adult', 'romance', 'children', 'history, historical fiction, biography']"
13547517,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
7922146,"['non-fiction', 'comics, graphic']"
8611455,['non-fiction']
31141673,"['romance', 'fiction']"
24406488,['romance']
18681291,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
1021397,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
11350430,"['fantasy, paranormal', 'fiction', 'comics, graphic', 'mystery, thriller, crime']"
2177563,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
19547848,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'young-adult', 'romance', 'mystery, thriller, crime']"
341879,"['non-fiction', 'history, historical fiction, biography', 'poetry', 'fiction', 'comics, graphic']"
23538932,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
29777936,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
11928745,"['history, historical fiction, biography', 'non-fiction']"
20454659,"['fiction', 'romance']"
44543,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'romance']"
13451770,"['fiction', 'fantasy, paranormal', 'young-adult']"
13327362,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
11383879,"['young-adult', 'fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'romance', 'children']"
13562547,"['young-adult', 'romance', 'fiction']"
201271,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
23248873,"['fiction', 'history, historical fiction, biography', 'romance', 'fantasy, paranormal']"
18143905,"['non-fiction', 'fiction', 'history, historical fiction, biography', 'young-adult']"
8148690,"['fantasy, paranormal', 'fiction', 'young-adult']"
11946245,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime']"
22896551,"['young-adult', 'fiction', 'romance']"
3242090,[]
11100431,"['fantasy, paranormal', 'fiction', 'romance', 'young-adult']"
1396759,"['fiction', 'mystery, thriller, crime', 'young-adult', 'romance']"
15096025,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
17667913,"['romance', 'fiction']"
15810336,"['young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
22754100,"['mystery, thriller, crime', 'fiction']"
17262407,"['fantasy, paranormal', 'fiction']"
30326616,"['romance', 'fiction']"
14288198,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic', 'romance']"
34355616,"['children', 'poetry', 'fiction']"
93003,"['fantasy, paranormal', 'fiction', 'young-adult', 'children']"
3104724,"['children', 'fantasy, paranormal', 'fiction', 'young-adult']"
16071764,"['non-fiction', 'history, historical fiction, biography']"
16071767,"['mystery, thriller, crime', 'fiction', 'romance']"
31387199,"['comics, graphic', 'fantasy, paranormal', 'mystery, thriller, crime', 'fiction', 'young-adult']"
2702704,"['fantasy, paranormal', 'romance', 'mystery, thriller, crime', 'fiction', 'young-adult']"
162085,"['young-adult', 'mystery, thriller, crime', 'fiction', 'romance']"
21686,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
21681,"['mystery, thriller, crime', 'fiction']"
11617647,"['fiction', 'history, historical fiction, biography', 'young-adult']"
17311772,"['romance', 'young-adult']"
6062032,"['fantasy, paranormal', 'young-adult', 'fiction', 'children']"
6463967,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'mystery, thriller, crime']"
6937524,"['young-adult', 'romance', 'mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
15814872,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic', 'mystery, thriller, crime']"
16054805,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'young-adult']"
16054808,"['children', 'young-adult', 'fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
9581478,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
39795,"['mystery, thriller, crime', 'fiction']"
18211306,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
18426800,['romance']
210783,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
22354247,['romance']
2318918,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'romance']"
7959473,"['mystery, thriller, crime', 'fiction']"
10576365,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime']"
19321449,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'children']"
8320987,"['young-adult', 'poetry', 'fiction', 'mystery, thriller, crime']"
7675,"['fiction', 'mystery, thriller, crime', 'romance']"
7670,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
15795628,"['romance', 'fiction', 'history, historical fiction, biography', 'young-adult']"
17367487,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
46787,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children']"
11649892,"['fantasy, paranormal', 'mystery, thriller, crime', 'non-fiction']"
23518,"['non-fiction', 'history, historical fiction, biography']"
22009551,['fiction']
228665,"['fantasy, paranormal', 'fiction', 'young-adult']"
25330189,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'poetry']"
15985402,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
12678744,['non-fiction']
2985937,"['history, historical fiction, biography', 'non-fiction']"
238360,"['young-adult', 'romance', 'fiction']"
95670,"['romance', 'fiction', 'young-adult', 'history, historical fiction, biography', 'children']"
13502970,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
10840041,"['non-fiction', 'history, historical fiction, biography']"
94064,"['young-adult', 'fiction', 'romance']"
11520635,['non-fiction']
15799836,"['fantasy, paranormal', 'romance', 'fiction']"
704273,"['fantasy, paranormal', 'fiction', 'comics, graphic']"
6937345,"['non-fiction', 'fiction']"
768889,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
5890,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'romance']"
153193,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
7826332,"['history, historical fiction, biography', 'non-fiction']"
22750000,"['mystery, thriller, crime', 'fiction']"
25857857,"['romance', 'fiction', 'young-adult']"
20555487,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'comics, graphic', 'young-adult', 'history, historical fiction, biography']"
32632146,['romance']
301304,"['fiction', 'history, historical fiction, biography', 'young-adult', 'romance']"
436280,"['non-fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
12833770,"['comics, graphic', 'fantasy, paranormal', 'fiction', 'children', 'young-adult', 'mystery, thriller, crime']"
170210,"['fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime', 'young-adult']"
36129510,"['romance', 'fiction', 'history, historical fiction, biography']"
24445517,"['romance', 'young-adult', 'fiction']"
19173266,['non-fiction']
1068825,"['fiction', 'history, historical fiction, biography', 'romance', 'fantasy, paranormal']"
22091135,"['mystery, thriller, crime', 'fiction']"
18681804,"['romance', 'fiction']"
18941600,"['children', 'poetry', 'fiction', 'fantasy, paranormal']"
11291303,"['fiction', 'mystery, thriller, crime', 'poetry', 'fantasy, paranormal']"
12656598,"['fiction', 'romance']"
10565381,['non-fiction']
6146896,['non-fiction']
34492,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'comics, graphic', 'romance']"
482194,"['mystery, thriller, crime', 'non-fiction']"
12527,"['fiction', 'non-fiction', 'history, historical fiction, biography', 'poetry']"
213473,"['mystery, thriller, crime', 'fiction', 'romance']"
227444,"['young-adult', 'romance', 'fiction']"
227443,"['fiction', 'romance']"
10031259,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'romance', 'young-adult', 'history, historical fiction, biography']"
6339989,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
2148233,['fiction']
13539191,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'young-adult']"
25625764,"['mystery, thriller, crime', 'young-adult', 'fantasy, paranormal', 'children', 'romance']"
28824113,['fiction']
17866959,"['fantasy, paranormal', 'romance', 'young-adult', 'fiction', 'mystery, thriller, crime']"
23441758,"['fantasy, paranormal', 'young-adult']"
13623854,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
13453970,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
2927732,"['fiction', 'fantasy, paranormal', 'poetry']"
26228619,['romance']
18498558,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
26582,"['fiction', 'fantasy, paranormal', 'romance', 'history, historical fiction, biography']"
1078266,"['non-fiction', 'history, historical fiction, biography']"
1798305,"['history, historical fiction, biography', 'non-fiction']"
1609451,"['fiction', 'mystery, thriller, crime', 'romance', 'young-adult']"
510247,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
30037277,"['fiction', 'history, historical fiction, biography', 'romance']"
6432331,"['fiction', 'romance']"
10483223,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'history, historical fiction, biography', 'romance']"
7985419,"['fiction', 'romance', 'young-adult']"
16043552,"['history, historical fiction, biography', 'non-fiction']"
1276413,['non-fiction']
9632773,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'history, historical fiction, biography']"
8901953,"['young-adult', 'fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
30115958,"['young-adult', 'fantasy, paranormal', 'children', 'fiction']"
25263450,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fiction']"
34868142,"['fiction', 'young-adult', 'fantasy, paranormal']"
828299,"['fiction', 'romance', 'history, historical fiction, biography']"
13519397,"['young-adult', 'romance', 'fantasy, paranormal', 'mystery, thriller, crime', 'fiction']"
16069511,['poetry']
297463,"['mystery, thriller, crime', 'fiction']"
845322,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
298019,"['fiction', 'romance', 'mystery, thriller, crime']"
18306845,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
13332696,"['comics, graphic', 'non-fiction', 'mystery, thriller, crime', 'history, historical fiction, biography', 'young-adult', 'fiction']"
